[[ 0.         12.69067173  0.          0.        ]
 [ 0.          0.          9.91010358  0.        ]
 [ 0.          0.          0.          9.01574508]
 [ 0.          0.          0.          0.        ]]
[[ 0.         10.66975028  0.          0.        ]
 [ 0.          0.          9.25506491  0.        ]
 [ 0.          0.          0.          9.54222094]
 [ 0.          0.          0.          0.        ]]
[[0.         9.60574158 0.         0.        ]
 [0.         0.         9.42621298 0.        ]
 [0.         0.         0.         9.10124076]
 [0.         0.         0.         0.        ]]
[[0.         9.40622292 0.         0.        ]
 [0.         0.         9.16962718 0.        ]
 [0.         0.         0.         9.46999044]
 [0.         0.         0.         0.        ]]
[[ 0.          9.16712259  0.          0.        ]
 [ 0.          0.          9.35017749  0.        ]
 [ 0.          0.          0.         12.59760408]
 [ 0.          0.          0.          0.        ]]
[[ 0.          9.22164559  0.          0.        ]
 [ 0.          0.         11.59247702  0.        ]
 [ 0.          0.          0.         14.61257867]
 [ 0.          0.          0.          0.        ]]
[[ 0.         10.80558065  0.          0.        ]
 [ 0.          0.         10.66910531  0.        ]
 [ 0.          0.          0.         12.73118421]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.53143566  0.          0.        ]
 [ 0.          0.         35.45557282  0.        ]
 [ 0.          0.          0.         22.89027359]
 [ 0.          0.          0.          0.        ]]
[[ 0.         54.36288675  0.          0.        ]
 [ 0.          0.         55.43706284  0.        ]
 [ 0.          0.          0.         27.78941825]
 [ 0.          0.          0.          0.        ]]
[[ 0.         55.74854903  0.          0.        ]
 [ 0.          0.         55.92991296  0.        ]
 [ 0.          0.          0.         22.92360867]
 [ 0.          0.          0.          0.        ]]
[[ 0.         58.49073288  0.          0.        ]
 [ 0.          0.         54.98002961  0.        ]
 [ 0.          0.          0.         23.57021545]
 [ 0.          0.          0.          0.        ]]
[[ 0.         49.47563131  0.          0.        ]
 [ 0.          0.         55.04410874  0.        ]
 [ 0.          0.          0.         23.71106667]
 [ 0.          0.          0.          0.        ]]
[[ 0.         67.07625739  0.          0.        ]
 [ 0.          0.         24.48096962  0.        ]
 [ 0.          0.          0.         26.41307495]
 [ 0.          0.          0.          0.        ]]
[[ 0.         44.69743477  0.          0.        ]
 [ 0.          0.         25.8823664   0.        ]
 [ 0.          0.          0.         15.44322265]
 [ 0.          0.          0.          0.        ]]
[[ 0.         34.00332959  0.          0.        ]
 [ 0.          0.         15.4304284   0.        ]
 [ 0.          0.          0.         13.99569422]
 [ 0.          0.          0.          0.        ]]
[[ 0.         21.69450917  0.          0.        ]
 [ 0.          0.         12.16415823  0.        ]
 [ 0.          0.          0.         12.97780366]
 [ 0.          0.          0.          0.        ]]
[[ 0.         14.94866238  0.          0.        ]
 [ 0.          0.         11.69103042  0.        ]
 [ 0.          0.          0.         15.51883288]
 [ 0.          0.          0.          0.        ]]
[[ 0.         12.59369287  0.          0.        ]
 [ 0.          0.         14.34518568  0.        ]
 [ 0.          0.          0.         12.12402358]
 [ 0.          0.          0.          0.        ]]
[[ 0.         13.74376702  0.          0.        ]
 [ 0.          0.         12.75965357  0.        ]
 [ 0.          0.          0.         10.57329825]
 [ 0.          0.          0.          0.        ]]
[[ 0.         12.97973082  0.          0.        ]
 [ 0.          0.         11.19882007  0.        ]
 [ 0.          0.          0.          9.72003682]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.65911657  0.          0.        ]
 [ 0.          0.         10.13422194  0.        ]
 [ 0.          0.          0.         13.38696899]
 [ 0.          0.          0.          0.        ]]
[[ 0.         10.51875668  0.          0.        ]
 [ 0.          0.         12.38160149  0.        ]
 [ 0.          0.          0.         12.56475054]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.7480788   0.          0.        ]
 [ 0.          0.         11.86788063  0.        ]
 [ 0.          0.          0.         13.11971685]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.7577019   0.          0.        ]
 [ 0.          0.         12.71438767  0.        ]
 [ 0.          0.          0.         11.7150208 ]
 [ 0.          0.          0.          0.        ]]
[[ 0.         12.35268867  0.          0.        ]
 [ 0.          0.         23.28697183  0.        ]
 [ 0.          0.          0.         12.59831704]
 [ 0.          0.          0.          0.        ]]
[[ 0.         45.33179247  0.          0.        ]
 [ 0.          0.         47.01505283  0.        ]
 [ 0.          0.          0.         15.98970941]
 [ 0.          0.          0.          0.        ]]
[[ 0.         56.58024036  0.          0.        ]
 [ 0.          0.         43.72809028  0.        ]
 [ 0.          0.          0.         14.93158553]
 [ 0.          0.          0.          0.        ]]
[[ 0.         62.09957103  0.          0.        ]
 [ 0.          0.         44.13839427  0.        ]
 [ 0.          0.          0.         15.63534278]
 [ 0.          0.          0.          0.        ]]
[[ 0.         49.61831553  0.          0.        ]
 [ 0.          0.         44.63234524  0.        ]
 [ 0.          0.          0.         15.51154764]
 [ 0.          0.          0.          0.        ]]
[[ 0.         62.07855569  0.          0.        ]
 [ 0.          0.         22.99618688  0.        ]
 [ 0.          0.          0.         15.79527807]
 [ 0.          0.          0.          0.        ]]
[[ 0.         42.74134724  0.          0.        ]
 [ 0.          0.         17.93158651  0.        ]
 [ 0.          0.          0.         14.29727342]
 [ 0.          0.          0.          0.        ]]
[[ 0.         27.09660132  0.          0.        ]
 [ 0.          0.         15.3599145   0.        ]
 [ 0.          0.          0.         10.77018063]
 [ 0.          0.          0.          0.        ]]
[[ 0.         19.31414231  0.          0.        ]
 [ 0.          0.         12.11711164  0.        ]
 [ 0.          0.          0.         10.32500954]
 [ 0.          0.          0.          0.        ]]
[[ 0.         14.92338893  0.          0.        ]
 [ 0.          0.         10.83302013  0.        ]
 [ 0.          0.          0.         11.76462391]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.98780483  0.          0.        ]
 [ 0.          0.         11.4549892   0.        ]
 [ 0.          0.          0.         14.437152  ]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.54207733  0.          0.        ]
 [ 0.          0.         13.51529757  0.        ]
 [ 0.          0.          0.         11.86339752]
 [ 0.          0.          0.          0.        ]]
[[ 0.         12.84940828  0.          0.        ]
 [ 0.          0.         12.32891114  0.        ]
 [ 0.          0.          0.         11.41240189]
 [ 0.          0.          0.          0.        ]]
[[ 0.         12.41186251  0.          0.        ]
 [ 0.          0.         11.65732005  0.        ]
 [ 0.          0.          0.         11.58510216]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.81102543  0.          0.        ]
 [ 0.          0.         11.5767598   0.        ]
 [ 0.          0.          0.         13.15699398]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.57452301  0.          0.        ]
 [ 0.          0.         11.0270656   0.        ]
 [ 0.          0.          0.         11.47920139]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.11929672  0.          0.        ]
 [ 0.          0.         11.29668615  0.        ]
 [ 0.          0.          0.         11.69110027]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.86572562  0.          0.        ]
 [ 0.          0.         30.50935448  0.        ]
 [ 0.          0.          0.         12.15421215]
 [ 0.          0.          0.          0.        ]]
[[ 0.         59.84571146  0.          0.        ]
 [ 0.          0.         48.55410928  0.        ]
 [ 0.          0.          0.         16.41205281]
 [ 0.          0.          0.          0.        ]]
[[ 0.         57.80663564  0.          0.        ]
 [ 0.          0.         44.36898932  0.        ]
 [ 0.          0.          0.         20.17378492]
 [ 0.          0.          0.          0.        ]]
[[ 0.         60.54930956  0.          0.        ]
 [ 0.          0.         44.6859027   0.        ]
 [ 0.          0.          0.         22.6020371 ]
 [ 0.          0.          0.          0.        ]]
[[ 0.         46.91771278  0.          0.        ]
 [ 0.          0.         44.11254866  0.        ]
 [ 0.          0.          0.         18.83791744]
 [ 0.          0.          0.          0.        ]]
[[ 0.         55.27763535  0.          0.        ]
 [ 0.          0.         22.40747334  0.        ]
 [ 0.          0.          0.         21.31967256]
 [ 0.          0.          0.          0.        ]]
[[ 0.         37.55759218  0.          0.        ]
 [ 0.          0.         21.77244308  0.        ]
 [ 0.          0.          0.         17.98937797]
 [ 0.          0.          0.          0.        ]]
[[ 0.         28.77946123  0.          0.        ]
 [ 0.          0.         19.10925924  0.        ]
 [ 0.          0.          0.         13.55693743]
 [ 0.          0.          0.          0.        ]]
[[ 0.         22.61009296  0.          0.        ]
 [ 0.          0.         15.19441703  0.        ]
 [ 0.          0.          0.         12.17081309]
 [ 0.          0.          0.          0.        ]]
[[ 0.         17.51777462  0.          0.        ]
 [ 0.          0.         13.04846679  0.        ]
 [ 0.          0.          0.         11.37018985]
 [ 0.          0.          0.          0.        ]]
[[ 0.         14.31697616  0.          0.        ]
 [ 0.          0.         11.84418436  0.        ]
 [ 0.          0.          0.          7.89636327]
 [ 0.          0.          0.          0.        ]]
[[ 0.         12.51455089  0.          0.        ]
 [ 0.          0.          9.05609752  0.        ]
 [ 0.          0.          0.         15.44212312]
 [ 0.          0.          0.          0.        ]]
[[ 0.         10.02477796  0.          0.        ]
 [ 0.          0.         13.50216248  0.        ]
 [ 0.          0.          0.         12.30092798]
 [ 0.          0.          0.          0.        ]]
[[ 0.         12.38669534  0.          0.        ]
 [ 0.          0.         12.6320769   0.        ]
 [ 0.          0.          0.         12.88532178]
 [ 0.          0.          0.          0.        ]]
[[ 0.         12.48673279  0.          0.        ]
 [ 0.          0.         12.78058466  0.        ]
 [ 0.          0.          0.         10.95680573]
 [ 0.          0.          0.          0.        ]]
[[ 0.         12.62070034  0.          0.        ]
 [ 0.          0.         11.47475155  0.        ]
 [ 0.          0.          0.         15.11940989]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.74772815  0.          0.        ]
 [ 0.          0.         11.70850988  0.        ]
 [ 0.          0.          0.         13.74015804]
 [ 0.          0.          0.          0.        ]]
[[ 0.         18.82481229  0.          0.        ]
 [ 0.          0.         32.03667796  0.        ]
 [ 0.          0.          0.         12.43280529]
 [ 0.          0.          0.          0.        ]]
[[ 0.         59.76828228  0.          0.        ]
 [ 0.          0.         42.9635731   0.        ]
 [ 0.          0.          0.         16.17033102]
 [ 0.          0.          0.          0.        ]]
[[ 0.         52.459025    0.          0.        ]
 [ 0.          0.         42.56313061  0.        ]
 [ 0.          0.          0.         15.93852678]
 [ 0.          0.          0.          0.        ]]
[[ 0.         54.34539948  0.          0.        ]
 [ 0.          0.         44.72788565  0.        ]
 [ 0.          0.          0.         16.01184276]
 [ 0.          0.          0.          0.        ]]
[[ 0.         49.42199157  0.          0.        ]
 [ 0.          0.         39.56069539  0.        ]
 [ 0.          0.          0.         15.64928069]
 [ 0.          0.          0.          0.        ]]
[[ 0.         53.18262534  0.          0.        ]
 [ 0.          0.         20.0409596   0.        ]
 [ 0.          0.          0.         15.74425282]
 [ 0.          0.          0.          0.        ]]
[[ 0.         36.89717731  0.          0.        ]
 [ 0.          0.         17.75891798  0.        ]
 [ 0.          0.          0.         11.06254411]
 [ 0.          0.          0.          0.        ]]
[[ 0.         26.74473533  0.          0.        ]
 [ 0.          0.         13.04258195  0.        ]
 [ 0.          0.          0.         13.84484498]
 [ 0.          0.          0.          0.        ]]
[[ 0.         19.07185938  0.          0.        ]
 [ 0.          0.         13.57703475  0.        ]
 [ 0.          0.          0.         12.09762329]
 [ 0.          0.          0.          0.        ]]
[[ 0.         15.71862122  0.          0.        ]
 [ 0.          0.         12.51264206  0.        ]
 [ 0.          0.          0.         12.12831234]
 [ 0.          0.          0.          0.        ]]
[[ 0.         13.40396285  0.          0.        ]
 [ 0.          0.         12.21485526  0.        ]
 [ 0.          0.          0.         11.19336969]
 [ 0.          0.          0.          0.        ]]
[[ 0.         12.50137412  0.          0.        ]
 [ 0.          0.         11.47104248  0.        ]
 [ 0.          0.          0.         11.55396782]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.71051286  0.          0.        ]
 [ 0.          0.         11.50029961  0.        ]
 [ 0.          0.          0.         12.16634597]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.49378838  0.          0.        ]
 [ 0.          0.         11.93790053  0.        ]
 [ 0.          0.          0.         10.63777948]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.73486341  0.          0.        ]
 [ 0.          0.         10.99940246  0.        ]
 [ 0.          0.          0.         15.37843843]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.15099942  0.          0.        ]
 [ 0.          0.         12.03509313  0.        ]
 [ 0.          0.          0.         15.62180958]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.70015077  0.          0.        ]
 [ 0.          0.         13.55240538  0.        ]
 [ 0.          0.          0.         11.68069861]
 [ 0.          0.          0.          0.        ]]
[[ 0.         28.20320522  0.          0.        ]
 [ 0.          0.         45.81686821  0.        ]
 [ 0.          0.          0.         15.41398773]
 [ 0.          0.          0.          0.        ]]
[[ 0.         60.71640656  0.          0.        ]
 [ 0.          0.         43.04997691  0.        ]
 [ 0.          0.          0.         20.52009704]
 [ 0.          0.          0.          0.        ]]
[[ 0.         51.84113439  0.          0.        ]
 [ 0.          0.         45.65787719  0.        ]
 [ 0.          0.          0.         17.69848241]
 [ 0.          0.          0.          0.        ]]
[[ 0.         52.41499689  0.          0.        ]
 [ 0.          0.         45.1520121   0.        ]
 [ 0.          0.          0.         20.23112226]
 [ 0.          0.          0.          0.        ]]
[[ 0.         53.25786584  0.          0.        ]
 [ 0.          0.         33.83212929  0.        ]
 [ 0.          0.          0.         21.33130377]
 [ 0.          0.          0.          0.        ]]
[[ 0.         50.28381138  0.          0.        ]
 [ 0.          0.         19.64119835  0.        ]
 [ 0.          0.          0.         15.16400974]
 [ 0.          0.          0.          0.        ]]
[[ 0.         33.75815575  0.          0.        ]
 [ 0.          0.         16.4832514   0.        ]
 [ 0.          0.          0.         12.17125329]
 [ 0.          0.          0.          0.        ]]
[[ 0.         24.89882466  0.          0.        ]
 [ 0.          0.         13.43661847  0.        ]
 [ 0.          0.          0.         12.16555984]
 [ 0.          0.          0.          0.        ]]
[[ 0.         17.76384222  0.          0.        ]
 [ 0.          0.         12.518677    0.        ]
 [ 0.          0.          0.         11.77614415]
 [ 0.          0.          0.          0.        ]]
[[ 0.         14.02312049  0.          0.        ]
 [ 0.          0.         11.97063467  0.        ]
 [ 0.          0.          0.         10.99850502]
 [ 0.          0.          0.          0.        ]]
[[ 0.         12.51768612  0.          0.        ]
 [ 0.          0.         11.26201555  0.        ]
 [ 0.          0.          0.         11.7241167 ]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.5705956   0.          0.        ]
 [ 0.          0.         11.55727899  0.        ]
 [ 0.          0.          0.         12.26819689]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.4930086   0.          0.        ]
 [ 0.          0.         12.02690796  0.        ]
 [ 0.          0.          0.         11.87781807]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.79823049  0.          0.        ]
 [ 0.          0.         11.89443182  0.        ]
 [ 0.          0.          0.         12.31314925]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.79722413  0.          0.        ]
 [ 0.          0.         12.15961446  0.        ]
 [ 0.          0.          0.         11.2041972 ]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.98245694  0.          0.        ]
 [ 0.          0.         11.46279332  0.        ]
 [ 0.          0.          0.         17.36125916]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.55078883  0.          0.        ]
 [ 0.          0.         18.96592262  0.        ]
 [ 0.          0.          0.         16.6748967 ]
 [ 0.          0.          0.          0.        ]]
[[ 0.         37.08749371  0.          0.        ]
 [ 0.          0.         47.67467997  0.        ]
 [ 0.          0.          0.         15.46577172]
 [ 0.          0.          0.          0.        ]]
[[ 0.         58.4442812   0.          0.        ]
 [ 0.          0.         44.24490434  0.        ]
 [ 0.          0.          0.         15.63467397]
 [ 0.          0.          0.          0.        ]]
[[ 0.         54.81202324  0.          0.        ]
 [ 0.          0.         44.30495765  0.        ]
 [ 0.          0.          0.         18.19975221]
 [ 0.          0.          0.          0.        ]]
[[ 0.         51.83460075  0.          0.        ]
 [ 0.          0.         45.25499577  0.        ]
 [ 0.          0.          0.         23.40306902]
 [ 0.          0.          0.          0.        ]]
[[ 0.         57.04648131  0.          0.        ]
 [ 0.          0.         27.33840145  0.        ]
 [ 0.          0.          0.         22.12366352]
 [ 0.          0.          0.          0.        ]]
[[ 0.         45.20131906  0.          0.        ]
 [ 0.          0.         21.48836814  0.        ]
 [ 0.          0.          0.         10.15676646]
 [ 0.          0.          0.          0.        ]]
[[ 0.         32.64389692  0.          0.        ]
 [ 0.          0.         13.529163    0.        ]
 [ 0.          0.          0.         11.13712523]
 [ 0.          0.          0.          0.        ]]
[[ 0.         20.49968655  0.          0.        ]
 [ 0.          0.         11.82703835  0.        ]
 [ 0.          0.          0.         11.75997314]
 [ 0.          0.          0.          0.        ]]
[[ 0.         15.09989872  0.          0.        ]
 [ 0.          0.         11.75236684  0.        ]
 [ 0.          0.          0.         11.85409422]
 [ 0.          0.          0.          0.        ]]
[[ 0.         12.68938939  0.          0.        ]
 [ 0.          0.         11.7958984   0.        ]
 [ 0.          0.          0.         12.06795839]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.99675138  0.          0.        ]
 [ 0.          0.         11.95875303  0.        ]
 [ 0.          0.          0.         12.06188998]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.90292418  0.          0.        ]
 [ 0.          0.         12.00339391  0.        ]
 [ 0.          0.          0.         12.66178159]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.90606884  0.          0.        ]
 [ 0.          0.         12.43707047  0.        ]
 [ 0.          0.          0.         10.48229568]
 [ 0.          0.          0.          0.        ]]
[[ 0.         12.2104005   0.          0.        ]
 [ 0.          0.         11.04157182  0.        ]
 [ 0.          0.          0.         14.75809125]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.32585251  0.          0.        ]
 [ 0.          0.         11.51509761  0.        ]
 [ 0.          0.          0.         11.43485015]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.39167795  0.          0.        ]
 [ 0.          0.         11.43142977  0.        ]
 [ 0.          0.          0.         11.8181749 ]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.35298677  0.          0.        ]
 [ 0.          0.         25.16795199  0.        ]
 [ 0.          0.          0.         11.63100465]
 [ 0.          0.          0.          0.        ]]
[[ 0.         48.31277759  0.          0.        ]
 [ 0.          0.         47.71240422  0.        ]
 [ 0.          0.          0.         15.95729921]
 [ 0.          0.          0.          0.        ]]
[[ 0.         58.08192647  0.          0.        ]
 [ 0.          0.         44.55296839  0.        ]
 [ 0.          0.          0.         16.114597  ]
 [ 0.          0.          0.          0.        ]]
[[ 0.         57.06638232  0.          0.        ]
 [ 0.          0.         44.28765084  0.        ]
 [ 0.          0.          0.         18.83215247]
 [ 0.          0.          0.          0.        ]]
[[ 0.         48.32787487  0.          0.        ]
 [ 0.          0.         44.64468955  0.        ]
 [ 0.          0.          0.         16.19218718]
 [ 0.          0.          0.          0.        ]]
[[ 0.         60.19054762  0.          0.        ]
 [ 0.          0.         21.47385869  0.        ]
 [ 0.          0.          0.         19.12748278]
 [ 0.          0.          0.          0.        ]]
[[ 0.         38.66705645  0.          0.        ]
 [ 0.          0.         20.08442156  0.        ]
 [ 0.          0.          0.         15.12636207]
 [ 0.          0.          0.          0.        ]]
[[ 0.         28.43354421  0.          0.        ]
 [ 0.          0.         16.5908805   0.        ]
 [ 0.          0.          0.          9.64476979]
 [ 0.          0.          0.          0.        ]]
[[ 0.         20.89817034  0.          0.        ]
 [ 0.          0.         11.70269751  0.        ]
 [ 0.          0.          0.         10.28293119]
 [ 0.          0.          0.          0.        ]]
[[ 0.         14.79113372  0.          0.        ]
 [ 0.          0.         10.68227088  0.        ]
 [ 0.          0.          0.         13.80899201]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.84982731  0.          0.        ]
 [ 0.          0.         12.8455628   0.        ]
 [ 0.          0.          0.         11.82721913]
 [ 0.          0.          0.          0.        ]]
[[ 0.         12.48038368  0.          0.        ]
 [ 0.          0.         12.10564753  0.        ]
 [ 0.          0.          0.         16.52763268]
 [ 0.          0.          0.          0.        ]]
[[ 0.         12.1520897   0.          0.        ]
 [ 0.          0.         15.18240009  0.        ]
 [ 0.          0.          0.         15.01101129]
 [ 0.          0.          0.          0.        ]]
[[ 0.         14.20624907  0.          0.        ]
 [ 0.          0.         15.03945333  0.        ]
 [ 0.          0.          0.         15.7066295 ]
 [ 0.          0.          0.          0.        ]]
[[ 0.         14.7225366   0.          0.        ]
 [ 0.          0.         12.68258449  0.        ]
 [ 0.          0.          0.         15.7042406 ]
 [ 0.          0.          0.          0.        ]]
[[ 0.         13.22849311  0.          0.        ]
 [ 0.          0.         11.26124675  0.        ]
 [ 0.          0.          0.         13.91215754]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.78629303  0.          0.        ]
 [ 0.          0.         12.34521444  0.        ]
 [ 0.          0.          0.         12.37414159]
 [ 0.          0.          0.          0.        ]]
[[ 0.         14.63238107  0.          0.        ]
 [ 0.          0.         27.59095708  0.        ]
 [ 0.          0.          0.          9.70622546]
 [ 0.          0.          0.          0.        ]]
[[ 0.         55.40097866  0.          0.        ]
 [ 0.          0.         42.67501992  0.        ]
 [ 0.          0.          0.         14.36624005]
 [ 0.          0.          0.          0.        ]]
[[ 0.         61.66063425  0.          0.        ]
 [ 0.          0.         34.00434549  0.        ]
 [ 0.          0.          0.         14.81757992]
 [ 0.          0.          0.          0.        ]]
[[ 0.         59.84712882  0.          0.        ]
 [ 0.          0.         34.60855907  0.        ]
 [ 0.          0.          0.         18.37039904]
 [ 0.          0.          0.          0.        ]]
[[ 0.         46.74850686  0.          0.        ]
 [ 0.          0.         32.23778372  0.        ]
 [ 0.          0.          0.         17.90919864]
 [ 0.          0.          0.          0.        ]]
[[ 0.         45.8195137   0.          0.        ]
 [ 0.          0.         18.29994784  0.        ]
 [ 0.          0.          0.         14.07661978]
 [ 0.          0.          0.          0.        ]]
[[ 0.         30.59094767  0.          0.        ]
 [ 0.          0.         19.1523805   0.        ]
 [ 0.          0.          0.         12.69693921]
 [ 0.          0.          0.          0.        ]]
[[ 0.         23.99437006  0.          0.        ]
 [ 0.          0.         15.07859217  0.        ]
 [ 0.          0.          0.         11.99276028]
 [ 0.          0.          0.          0.        ]]
[[ 0.         18.09927444  0.          0.        ]
 [ 0.          0.         12.89194512  0.        ]
 [ 0.          0.          0.         12.26487542]
 [ 0.          0.          0.          0.        ]]
[[ 0.         14.48348017  0.          0.        ]
 [ 0.          0.         12.42656674  0.        ]
 [ 0.          0.          0.         12.55727177]
 [ 0.          0.          0.          0.        ]]
[[ 0.         12.97866856  0.          0.        ]
 [ 0.          0.         12.49183046  0.        ]
 [ 0.          0.          0.         11.65005425]
 [ 0.          0.          0.          0.        ]]
[[ 0.         12.5729441   0.          0.        ]
 [ 0.          0.         11.87606051  0.        ]
 [ 0.          0.          0.         12.13666638]
 [ 0.          0.          0.          0.        ]]
[[ 0.         12.02061403  0.          0.        ]
 [ 0.          0.         12.03209704  0.        ]
 [ 0.          0.          0.         12.1474627 ]
 [ 0.          0.          0.          0.        ]]
[[ 0.         11.96411264  0.          0.        ]
 [ 0.          0.         13.70669109  0.        ]
 [ 0.          0.          0.         15.16996368]
 [ 0.          0.          0.          0.        ]]
[[ 0.         13.1186519   0.          0.        ]
 [ 0.          0.         13.78888089  0.        ]
 [ 0.          0.          0.         13.24983793]
 [ 0.          0.          0.          0.        ]]
[[ 0.         13.52259186  0.          0.        ]
 [ 0.          0.         12.80982418  0.        ]
 [ 0.          0.          0.         13.87913224]
 [ 0.          0.          0.          0.        ]]
[[ 0.         12.95890717  0.          0.        ]
 [ 0.          0.         14.11062229  0.        ]
 [ 0.          0.          0.         12.6427778 ]
 [ 0.          0.          0.          0.        ]]
[[ 0.         36.30496927  0.          0.        ]
 [ 0.          0.         42.80550783  0.        ]
 [ 0.          0.          0.         15.73922257]
 [ 0.          0.          0.          0.        ]]
[[ 0.         68.64320197  0.          0.        ]
 [ 0.          0.         38.36577599  0.        ]
 [ 0.          0.          0.         13.09745709]
 [ 0.          0.          0.          0.        ]]
[[ 0.         54.05525489  0.          0.        ]
 [ 0.          0.         38.0427094   0.        ]
 [ 0.          0.          0.         12.43246102]
 [ 0.          0.          0.          0.        ]]
[[ 0.         48.58728447  0.          0.        ]
 [ 0.          0.         37.64821654  0.        ]
 [ 0.          0.          0.         13.97888216]
 [ 0.          0.          0.          0.        ]]
[[ 0.         53.05894521  0.          0.        ]
 [ 0.          0.         21.17738676  0.        ]
 [ 0.          0.          0.         14.40517175]
 [ 0.          0.          0.          0.        ]]
[[ 0.         39.05226245  0.          0.        ]
 [ 0.          0.         16.20721361  0.        ]
 [ 0.          0.          0.         11.3526654 ]
 [ 0.          0.          0.          0.        ]]
[[ 0.         26.07055972  0.          0.        ]
 [ 0.          0.         12.7829053   0.        ]
 [ 0.          0.          0.         11.71904197]
 [ 0.          0.          0.          0.        ]]
[[ 0.         17.19132919  0.          0.        ]
 [ 0.          0.         12.43856379  0.        ]
 [ 0.          0.          0.         11.93818052]
 [ 0.          0.          0.          0.        ]]
[[ 0.         13.91873697  0.          0.        ]
 [ 0.          0.         13.01175909  0.        ]
 [ 0.          0.          0.         12.81331932]
 [ 0.          0.          0.          0.        ]]
[[ 0.         13.21979126  0.          0.        ]
