Date, Waste 
2018-08-23,0.00
2018-08-24,0.00
2018-08-25,0.00
2018-08-26,0.02
2018-08-27,0.00
2018-08-28,0.00
2018-08-29,2.16
2018-08-30,8.82
2018-08-31,15.50
2018-09-01,9.09
2018-09-02,4.58
2018-09-03,2.54
2018-09-04,11.41
2018-09-05,0.00
2018-09-06,0.00
2018-09-07,0.00
2018-09-08,0.00
2018-09-09,0.03
2018-09-10,0.00
2018-09-11,5.25
2018-09-12,27.75
2018-09-13,1.69
2018-09-14,0.09
2018-09-15,0.00
2018-09-16,0.00
2018-09-17,0.52
2018-09-18,5.17
2018-09-19,2.77
2018-09-20,2.85
2018-09-21,0.00
2018-09-22,1.72
2018-09-23,12.39
2018-09-24,5.30
2018-09-25,3.73
2018-09-26,3.56
2018-09-27,0.00
2018-09-28,0.00
2018-09-29,0.00
2018-09-30,0.00
2018-10-01,0.97
2018-10-02,18.91
2018-10-03,0.00
2018-10-04,0.00
2018-10-05,6.68
2018-10-06,17.65
2018-10-07,7.39
2018-10-08,0.01
2018-10-09,0.00
2018-10-10,3.31
2018-10-11,0.00
2018-10-12,0.00
2018-10-13,2.66
2018-10-14,6.84
2018-10-15,11.69
2018-10-16,15.77
2018-10-17,6.03
2018-10-18,0.00
2018-10-19,2.25
2018-10-20,5.34
2018-10-21,7.40
2018-10-22,1.62
2018-10-23,5.77
2018-10-24,1.51
2018-10-25,8.01
2018-10-26,2.35
2018-10-27,9.69
2018-10-28,2.38
2018-10-29,2.06
2018-10-30,4.35
2018-10-31,0.00
2018-11-01,0.00
2018-11-02,0.00
2018-11-03,0.00
2018-11-04,0.00
2018-11-05,0.00
2018-11-06,0.00
2018-11-07,4.12
2018-11-08,8.53
2018-11-09,20.33
2018-11-10,6.64
2018-11-11,14.87
2018-11-12,2.73
2018-11-13,0.00
2018-11-14,0.00
2018-11-15,0.00
2018-11-16,0.80
2018-11-17,8.74
2018-11-18,1.42
2018-11-19,0.00
2018-11-20,3.24
2018-11-21,15.11
2018-11-22,21.62
2018-11-23,14.78
2018-11-24,12.31
2018-11-25,2.97
2018-11-26,3.04
2018-11-27,1.76
2018-11-28,0.00
2018-11-29,0.00
2018-11-30,0.00
2018-12-01,0.00
2018-12-02,0.00
2018-12-03,0.00
2018-12-04,4.01
2018-12-05,5.55
2018-12-06,12.07
2018-12-07,8.67
2018-12-08,11.51
2018-12-09,10.80
2018-12-10,13.68
2018-12-11,0.34
2018-12-12,0.59
2018-12-13,1.21
2018-12-14,1.47
2018-12-15,2.67
2018-12-16,2.73
2018-12-17,6.40
2018-12-18,0.00
2018-12-19,2.54
2018-12-20,12.84
2018-12-21,0.76
2018-12-22,14.92
2018-12-23,9.44
2018-12-24,3.74
2018-12-25,4.08
2018-12-26,0.00
2018-12-27,1.19
2018-12-28,0.00
2018-12-29,0.00
2018-12-30,0.00
2018-12-31,0.00
2019-01-01,5.24
2019-01-02,0.00
2019-01-03,5.61
2019-01-04,8.91
2019-01-05,13.33
2019-01-06,0.79
2019-01-07,8.88
2019-01-08,0.00
2019-01-09,0.00
2019-01-10,0.00
2019-01-11,0.00
2019-01-12,0.00
2019-01-13,0.00
2019-01-14,0.00
2019-01-15,5.49
2019-01-16,10.49
2019-01-17,2.61
2019-01-18,11.89
2019-01-19,2.23
2019-01-20,7.16
2019-01-21,8.61
2019-01-22,2.49
2019-01-23,0.00
2019-01-24,0.00
2019-01-25,0.00
2019-01-26,0.00
2019-01-27,0.00
2019-01-28,0.00
2019-01-29,0.00
2019-01-30,0.00
2019-01-31,0.00
2019-02-01,0.00
2019-02-02,6.56
2019-02-03,6.34
2019-02-04,0.00
2019-02-05,0.00
